set_num,name,theme,subtheme,year,pieces_count,minifigs_count,minifigs,availability,retail_price_us,retail_price_uk,retail_price_ca,retail_price_eu,retail_price_au,ean,upc,released_date,retired_date,retired,current_value_new,current_value_used,current_value_used_low,current_value_used_high,forecast_value_new_2_years,forecast_value_new_5_years,rolling_growth_lastyear,rolling_growth_12months,currency,event_condition,event_date,event_value
8129-1,AT-AT Walker,Star Wars,Episode V,2010,815,8,"sw0115,sw0161a,sw0262,sw0289,sw0290,sw0291,sw0295",retail,109.99,91.99,139.99,119.99,169.99,5.70201E+12,6.73419E+11,8/2/2010,12/2/2011,TRUE,253.92,141.08,124.78,169.3,261.54,281.49,2.73,1.26,EUR,used,10/5/2025,140.2
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,Star Wars,The Clone Wars,2012,98,4,"sw0359,sw0377,sw0378",retail,12.99,11.99,15.99,16.99,22.99,5.70201E+12,6.73419E+11,2/2/2012,12/21/2013,TRUE,141.13,40.47,39.57,48.57,155.94,194.74,3.01,2.63,EUR,used,10/5/2025,43.99
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,Star Wars,Episode VI,2012,77,4,"sw0005b,sw0366,sw0367,sw0368",retail,12.99,11.99,15.99,16.99,22.99,5.70201E+12,6.73419E+11,2/2/2012,11/5/2013,TRUE,34.59,21.3,19.08,25.57,38.49,44.26,1.21,2.13,EUR,used,10/5/2025,21.15
9490-1,Droid Escape,Star Wars,Episode IV,2012,137,4,"sw0217,sw0364,sw0365,sw0383",retail,19.99,19.99,24.99,26.99,39.99,5.70201E+12,6.73419E+11,2/2/2012,12/12/2013,TRUE,46.16,16.65,14.69,19.98,51.86,60.26,2.68,2.58,EUR,used,10/5/2025,17.59
9492-1,TIE Fighter,Star Wars,Episode IV,2012,413,4,"sw0268a,sw0374,sw0375,sw0376",retail,54.99,49.99,69.99,49.99,89.99,5.70201E+12,6.73419E+11,2/2/2012,2/17/2014,TRUE,93.69,47.49,43,57,103.51,117.98,5.17,1.86,EUR,used,10/5/2025,44
9495-1,Gold Leader's Y-wing Starfighter,Star Wars,Episode IV,2012,458,3,"sw0369,sw0370,sw0371",retaillimited,49.99,49.99,64.99,49.99,89.99,5.70201E+12,6.73419E+11,2/2/2012,11/29/2013,TRUE,142.56,61.6,52.44,73.92,166.21,201.14,4.11,2.48,EUR,used,10/5/2025,61.6
9496-1,Desert Skiff,Star Wars,Episode VI,2012,213,4,"sw0395,sw0396,sw0397,sw0398",retail,24.99,24.99,29.99,29.99,49.99,5.70201E+12,6.73419E+11,7/23/2012,5/3/2014,TRUE,52.79,25.04,21.99,30.05,54.36,58.45,1.44,-0.95,EUR,used,10/5/2025,25.4
9499-1,Gungan Sub,Star Wars,Episode I,2012,465,4,"sw0301,sw0387,sw0409,sw0410",retail,69.99,54.99,89.99,69.99,99.99,5.70201E+12,6.73419E+11,7/23/2012,12/5/2013,TRUE,404.79,237.6,196.97,285.12,480.07,591.21,2.92,2.5,EUR,used,10/5/2025,228.59
9500-1,Sith Fury-class Interceptor,Star Wars,The Old Republic,2012,741,3,"sw0413,sw0414",retail,89.99,79.99,119.99,99.99,139.99,5.70201E+12,6.73419E+11,7/23/2012,3/30/2014,TRUE,513.4,261.35,225.12,313.62,560.19,682.74,1.9,4.37,EUR,used,10/5/2025,259.01
9526-1,Palpatine's Arrest,Star Wars,Episode III,2012,645,6,"sw0417,sw0418,sw0419,sw0420,sw0421,sw0422",retail,89.99,59.99,119.99,89.99,149.99,5.70201E+12,6.73419E+11,7/23/2012,3/4/2014,TRUE,572.7,347.59,316.8,417.11,634.74,797.24,4.07,3.63,EUR,used,10/5/2025,338.8
9674-1,Naboo Starfighter & Naboo,Star Wars,Planet Set,2012,56,1,sw0340,retail,9.99,9.99,12.99,9.99,15.99,5.70201E+12,6.73419E+11,2/2/2012,11/5/2012,TRUE,21.83,12.86,10.55,15.43,24.38,28.12,-1.57,2.16,EUR,used,10/5/2025,12.86
9676-1,TIE Interceptor & Death Star,Star Wars,Planet Set,2012,65,1,sw0268a,retail,9.99,9.99,12.99,9.99,15.99,5.70201E+12,6.73419E+11,2/2/2012,11/23/2012,TRUE,33.64,17.59,14.88,21.11,37.32,42.75,1.6,1.81,EUR,used,10/5/2025,17.58
40686-1,Trade Federation Troop Carrier,Star Wars,Episode I,2024,262,8,"sw0001c,sw1338",promotional,,,,,,5.70202E+12,6.73419E+11,5/1/2024,5/5/2024,TRUE,39.6,34.15,27.17,36.52,45.16,57.04,,3.49,EUR,new,10/9/2025,41.61
40730-1,Luke Skywalker's Lightsaber,Star Wars,Promotional,2024,145,,,promotional,,,,,,,,10/3/2024,10/10/2024,TRUE,127.6,105.91,103.9,117.88,156.71,181.66,,,EUR,new,10/9/2025,131.98
40765-1,Kamino Training Facility,Star Wars,Promotional,2025,190,3,sw1408,promotional,,,,,,5.70202E+12,6.73419E+11,5/1/2025,5/14/2025,TRUE,35.19,29.21,28.65,65.03,45.1,53.6,,,EUR,new,10/9/2025,39.82
472407-1,Sabine Wren,Star Wars,Magazine Gifts,2024,9,1,sw1395,promotional,,,,,,,,,,TRUE,5.76,4.78,4.07,6.27,7.08,9,,,EUR,new,10/9/2025,5.45
66787-1,Jedi Masters Gift Set,Star Wars,Value Packs,2024,654,,,exclusive,50,,112.99,,,,,8/1/2024,,TRUE,57.2,47.48,46.57,52.84,60.96,70.79,,-0.9,EUR,new,10/9/2025,61.56
75390-1,Luke Skywalker’s X-Wing Mech,Star Wars,Mechs,2024,195,1,sw1139,retail,15.99,12.99,19.99,15.99,24.99,5.70202E+12,6.73419E+11,6/1/2024,10/25/2025,TRUE,14.07,11.68,11.46,13,14.72,15.67,,,EUR,new,10/9/2025,13.38
912403-1,Coruscant Guard,Star Wars,Magazine Gifts,2024,1,1,sw1305,promotional,,,,,,,,,,TRUE,6.15,5.11,3.76,5.68,7.51,9.52,,,EUR,new,10/9/2025,5.86
912405-1,The Mandalorian's N-1 Starfighter,Star Wars,Magazine Gifts,2024,50,,,promotional,,,,,,,,4/1/2024,5/1/2024,TRUE,3.95,3.28,2.9,3.28,4.3,4.82,,3.23,EUR,new,10/9/2025,4.25
912407-1,501st Specialist,Star Wars,Magazine Gifts,2024,6,1,sw1248,promotional,,,,,,,,5/17/2024,6/15/2024,TRUE,4.82,4,3.41,4.45,5.46,6.38,,2.39,EUR,new,10/9/2025,5.08
912409-1,Clone Trooper,Star Wars,Magazine Gifts,2024,5,1,sw1319,promotional,,,,,,,,,,TRUE,4.62,3.83,3.3,4.27,5.09,5.76,,,EUR,new,10/9/2025,4.96
912410-1,TIE Pilot,Star Wars,Magazine Gifts,2024,1,1,sw1260,promotional,,,,,,,,,,TRUE,5.32,4.41,3.63,5.39,5.9,6.76,,,EUR,new,10/9/2025,5.92
912411-1,T-6 Jedi Shuttle,Star Wars,Magazine Gifts,2024,39,,,promotional,,,,,,,,10/1/2024,11/1/2024,TRUE,3.67,3.05,2.99,4.97,4.14,4.84,,1.98,EUR,new,10/9/2025,4.42
912413-1,Inquisitor Transport Scythe,Star Wars,Magazine Gifts,2024,33,,,promotional,,,,,,,,12/1/2024,1/1/2025,TRUE,3.61,2.99,2.94,3.97,4.13,4.88,,,EUR,new,10/9/2025,3.36
912504-1,Praetorian Guard,Star Wars,Magazine Gifts,2025,5,1,sw1343,promotional,,,,,,,,,,TRUE,5.06,4.2,3.47,5.16,5.78,6.86,,,EUR,new,10/9/2025,4.91
912506-1,TIE Defender,Star Wars,Magazine Gifts,2025,44,,,promotional,,,,,,,,,,TRUE,4.14,3.44,3.43,3.89,4.82,5.82,,,EUR,new,10/9/2025,4.89
912507-1,Luke Skywalker,Star Wars,Magazine Gifts,2025,5,1,,promotional,,,,,,,,,,TRUE,4.61,3.83,3.75,4.87,5.42,6.62,,,EUR,new,10/9/2025,4.88
912508-1,The Mandalorian,Star Wars,Magazine Gifts,2025,6,1,sw1258,promotional,,,,,,,,,,TRUE,5.3,4.4,4.31,5.44,6.37,7.96,,,EUR,new,10/9/2025,5.9
912509-1,Darth Maul,Star Wars,Magazine Gifts,2025,8,1,,promotional,,,,,,,,,,TRUE,6.5,5.4,5.36,7.07,7.22,8.25,,,EUR,new,10/9/2025,7.18
30380-1,Kylo Ren's Shuttle,Star Wars,The Last Jedi,2018,33,,,promotional,,,,,,5.70202E+12,6.73419E+11,,,TRUE,6.15,1.76,1.72,2.29,7.15,8.31,4.81,0.19,EUR,new,10/10/2025,5.25
30381-1,Imperial TIE Fighter,Star Wars,Solo,2018,42,,,retail,3.99,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.79,3.92,2.46,5.9,10.9,14.03,10.74,1.7,EUR,new,10/10/2025,8.56
30384-1,Snowspeeder,Star Wars,Episode V,2019,49,,,retaillimited,3.99,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.08,2.42,1.95,2.9,9.77,12.26,-0.09,5.55,EUR,new,10/10/2025,8.04
30386-1,Poe Dameron's X-wing Fighter,Star Wars,The Rise of Skywalker,2020,72,,,retaillimited,4.97,3.49,4.99,3.99,9.99,5.70202E+12,6.73419E+11,5/1/2021,,TRUE,8.96,3.68,3.52,4.42,10.74,13.37,2.1,3.91,EUR,new,10/10/2025,9.45
30388-1,Imperial Shuttle,Star Wars,Episode VI,2021,85,,,retail,4.99,4.99,4.99,4.99,4.99,5.70202E+12,6.73419E+11,9/1/2021,,TRUE,8.76,3.52,3.29,4.4,11.02,14.35,6.93,2.53,EUR,new,10/10/2025,8.16
30461-1,Podracer,Star Wars,Episode I,2019,58,,,promotional,,,,,,,,,,TRUE,8.71,3.52,3.08,4.22,9.75,11.95,1.52,3.93,EUR,new,10/10/2025,9.7
30495-1,AT-ST,Star Wars,Episode V,2022,79,,,retaillimited,4.99,4.94,4.94,4.99,5.99,,6.73419E+11,3/1/2022,,TRUE,8.79,7.3,7.16,8.12,10.6,13.26,2.85,2.69,EUR,new,10/10/2025,8.79
30498-1,Imperial AT-Hauler,Star Wars,,2018,49,,,exclusive,2.79,,,,,5.70202E+12,6.73419E+11,,,TRUE,6.34,1.83,1.28,2.39,7.5,9.22,7.73,3.36,EUR,new,10/10/2025,5.84
30611-1,R2-D2,Star Wars,Promotional,2017,70,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/14/2017,5/7/2017,TRUE,22.09,18.88,14.86,22.66,24.6,28.32,3.14,0.48,EUR,new,10/10/2025,22
30624-1,Obi-Wan Kenobi Collectible Minifigure,Star Wars,Episode IV,2019,12,1,sw1069,promotional,,,,,,5.70202E+12,6.73419E+11,12/6/2019,1/29/2020,TRUE,16.97,5.28,4.4,8.8,20.19,24.95,0.63,0.22,EUR,new,10/10/2025,15.8
30625-1,Luke Skywalker with Blue Milk,Star Wars,Episode IV,2021,6,1,sw1198,promotional,,,,,,,6.73419E+11,5/31/2021,,TRUE,21.46,17.81,17.29,30.51,25.16,33.06,-4.24,-1.11,EUR,new,10/10/2025,23.47
30680-1,AAT,Star Wars,Episode I,2024,75,,,retaillimited,4.99,3.49,5.99,3.99,7.99,,6.73419E+11,1/1/2024,,TRUE,6.71,5.57,5.46,6.19,7.41,8.91,-0.27,2.53,EUR,new,10/10/2025,7
40176-1,Scarif Stormtrooper,Star Wars,Rogue One,2017,25,1,sw0850,promotional,,,,,,,6.73419E+11,9/1/2017,9/3/2017,TRUE,36.67,23.22,21.67,28.74,46.5,61.02,-1.76,0.11,EUR,new,10/10/2025,36.48
40288-1,BB-8,Star Wars,Promotional,2018,48,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/4/2018,5/4/2018,TRUE,17.6,9.44,9.08,13.99,19.57,22.49,2.99,1.15,EUR,new,10/10/2025,17.27
40298-1,DJ,Star Wars,The Last Jedi,2018,22,1,sw0903,promotional,5.99,,,,,,6.73419E+11,1/9/2018,,TRUE,10.56,3.96,3.71,5.5,12.01,14.15,3.4,-0.29,EUR,new,10/10/2025,8.86
40300-1,Han Solo Mudtrooper,Star Wars,Solo,2018,22,1,sw0934,promotional,,,,,,,6.73419E+11,10/1/2018,,TRUE,20.25,11.3,9.45,13.56,22.66,26.22,4.11,2.32,EUR,new,10/10/2025,19.24
40333-1,Battle of Hoth - 20th Anniversary Edition,Star Wars,Promotional,2019,195,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/4/2019,5/4/2019,TRUE,42.5,28.99,22.99,34.79,45.37,49.62,5.38,-1.28,EUR,new,10/10/2025,42.6
40362-1,Battle of Endor,Star Wars,Promotional,2019,197,,,promotional,,,,,,5.70202E+12,6.73419E+11,10/4/2019,10/6/2019,TRUE,37.67,31.64,28.31,37.97,43.43,51.91,3.39,-1.67,EUR,new,10/10/2025,39.34
40407-1,Death Star II Battle,Star Wars,Promotional,2020,235,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/4/2020,5/4/2020,TRUE,22,15.22,13.06,20.2,24.82,29,3.03,-0.42,EUR,new,10/10/2025,21.99
40451-1,Tatooine Homestead,Star Wars,Promotional,2021,217,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/1/2021,5/5/2021,TRUE,18.87,15.35,12.32,18.42,20.26,22.32,-0.81,-0.47,EUR,new,10/10/2025,19.29
40483-1,Luke Skywalker's Lightsaber,Star Wars,Promotional,2021,173,,,promotional,,,,,,,6.73419E+11,11/26/2021,11/29/2021,TRUE,142.08,80.49,78.88,96.59,164.93,191.11,4.86,1.64,EUR,new,10/10/2025,166.32
40531-1,Lars Family Homestead Kitchen,Star Wars,Promotional,2022,195,1,sw1208,promotional,,,,,,,6.73419E+11,5/1/2022,5/8/2022,TRUE,26.2,20.66,19.52,41.2,29.97,38.04,3.42,-0.58,EUR,new,10/10/2025,29.03
40557-1,Defence of Hoth,Star Wars,Episode V,2022,64,3,"sw1186,sw1187,sw1188",exclusive,14.99,13.49,18.99,14.99,24.99,,6.73419E+11,1/1/2022,12/31/2023,TRUE,19.92,11.4,9.64,12.93,24.4,29.42,1.57,0.94,EUR,new,10/10/2025,21.09
40558-1,Clone Trooper Command Station,Star Wars,Episode II,2022,66,3,"sw1146,sw1189",exclusive,14.99,13.49,18.99,14.99,24.99,6.73419E+11,6.73419E+11,1/1/2022,5/24/2023,TRUE,22.88,17.6,17.25,79.2,28.44,34.81,4.05,1.36,EUR,new,10/10/2025,23.75
40591-1,Death Star II,Star Wars,Promotional,2023,289,,,promotional,,,,,,,6.73419E+11,5/1/2023,5/7/2023,TRUE,61.59,34.33,33,41.19,70.27,83.08,4.01,3.45,EUR,new,10/10/2025,66
40658-1,Millennium Falcon Holiday Diorama,Star Wars,Seasonal,2023,282,4,"sw0532,sw1034,sw1317,sw1318",retail,29.99,25.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,10/1/2023,12/31/2023,TRUE,26.4,16.54,15.66,24.75,27.62,29.43,1.43,-0.43,EUR,new,10/10/2025,28.89
5004408-1,Rebel A-wing Pilot,Star Wars,Rebels,2016,5,1,sw0757,promotional,,,,,,,6.73419E+11,10/1/2016,,TRUE,7,4.97,4.88,7.24,9,11.96,6.11,2.76,EUR,new,10/10/2025,7.79
5005217-1,Death Star Ultimate Kit,Star Wars,Value Packs,2016,4740,,,exclusive,557.99,439.99,,549.99,,,,9/15/2016,10/31/2016,TRUE,871.42,723.28,689.03,781.74,985.63,1154.23,,,EUR,new,10/10/2025,869.58
5005376-1,Star Wars Anniversary Pod,Star Wars,Promotional,2018,37,1,sw0834,promotional,,,,,,,6.73419E+11,4/1/2018,,TRUE,19.47,11.38,9.21,15.64,21.89,25.48,1.25,2.42,EUR,new,10/10/2025,21.96
5005754-1,LEGO Star Wars Life of Luke Skywalker Bundle,Star Wars,Value Packs,2018,,,,retaillimited,339.99,286.95,399.99,329.95,,,,12/2/2018,12/8/2018,TRUE,507.95,421.6,356.85,502.21,588.53,707.48,,,EUR,new,10/10/2025,543.64
66542-1,Microfighters Super Pack 3 in 1,Star Wars,Value Packs,2016,267,,,retaillimited,29.99,39.99,39.99,39.99,59.99,,6.73419E+11,,,TRUE,87.99,73.03,71.63,158.4,92.42,104.02,-1.92,0.31,EUR,new,10/10/2025,87.97
66543-1,Microfighters Super Pack 3 in 1,Star Wars,Value Packs,2016,268,,,retaillimited,29.99,39.99,39.99,39.99,59.99,,,,,TRUE,83.27,69.11,68.06,77.22,99.08,122.43,3.58,2.59,EUR,new,10/10/2025,83.59
66556-1,Super Pack 2 in 1,Star Wars,Value Packs,2017,239,,,retaillimited,39.99,44.99,49.99,39.99,69.99,,6.73419E+11,,,TRUE,78.21,64.92,64.49,73.16,88.94,104.78,4.96,-2.25,EUR,new,10/10/2025,79.2
66596-1,Super Pack 2-in-1,Star Wars,Value Packs,2018,201,,,retaillimited,29.99,39.99,39.99,39.99,59.99,,0673419296915,,,TRUE,86.73,71.99,68.61,77.84,102.99,126.98,1.71,4.59,EUR,new,10/10/2025,87.96
66674-1,Skywalker Adventures Pack,Star Wars,Value Packs,2021,644,9,,exclusive,50,,,,,,,10/26/2021,,TRUE,114.39,94.94,93.14,105.67,127.92,149.89,2.49,1.82,EUR,new,10/10/2025,115.93
66708-1,Galactic Adventures Pack,Star Wars,Value Packs,2022,901,9,,exclusive,79.97,,,,,,6.73419E+11,,,TRUE,79.16,66,64.68,79.2,89.14,103.88,2.01,1.95,EUR,new,10/10/2025,78.07
66775-1,2 in 1 Hoth Battle Gift Set,Star Wars,Value Packs,2023,691,8,,retaillimited,69.98,,,,,,,10/1/2023,12/1/2023,TRUE,75.57,62.72,61.53,69.81,92.27,116.93,2.33,2.57,EUR,new,10/10/2025,74.79
66778-1,Star Wars Mech 3-Pack,Star Wars,Value Packs,2023,432,,,retaillimited,47.97,,,,,,6.73419E+11,9/1/2023,,TRUE,61.56,51.1,50.14,56.89,65.65,76.33,1.91,3.39,EUR,new,10/10/2025,61.56
75120-1,K-2SO,Star Wars,Buildable Figures,2016,169,,,retail,24.99,19.99,29.99,24.99,44.99,4.51345E+12,6.73419E+11,10/1/2016,2/16/2018,TRUE,64.73,23.88,17.6,28.65,82.13,107.83,1.93,3.86,EUR,new,10/10/2025,70.57
75121-1,Imperial Death Trooper,Star Wars,Buildable Figures,2016,106,,,retail,24.99,19.99,29.99,24.99,44.99,5.70202E+12,6.73419E+11,10/1/2016,2/22/2018,TRUE,33.32,11.77,10.62,14.12,37,42.43,1.61,1.66,EUR,new,10/10/2025,29.41
75153-1,AT-ST Walker,Star Wars,Rogue One,2016,449,3,"sw0783,sw0784,sw0797",retail,39.99,39.99,49.99,49.99,69.99,5.05172E+12,6.73419E+11,10/1/2016,11/9/2017,TRUE,82.97,39.68,38.01,47.62,101.72,129.41,1.35,2.27,EUR,new,10/10/2025,87.99
75154-1,TIE Striker,Star Wars,Rogue One,2016,543,4,"sw0785,sw0786,sw0787,sw0788",retail,69.99,59.99,89.99,69.99,109.99,0645416523677,6.73419E+11,10/1/2016,2/15/2018,TRUE,169.78,81.26,73.66,97.51,211.68,273.56,3.47,3.66,EUR,new,10/10/2025,175.96
75155-1,Rebel U-wing Fighter,Star Wars,Rogue One,2016,659,5,"sw0780,sw0790,sw0791,sw0792,sw0793",retail,79.99,69.99,99.99,79.99,139.99,,6.73419E+11,10/1/2016,7/19/2018,TRUE,266.07,127.62,118.01,153.14,372.01,528.41,6.9,1.33,EUR,new,10/10/2025,263.38
75160-1,U-wing,Star Wars,MicroFighters,2017,109,1,sw0800,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,20.69,8.87,7.44,10.65,24.97,31.28,3.7,2.4,EUR,new,10/10/2025,19.75
75162-1,Y-wing,Star Wars,MicroFighters,2017,90,1,sw0801,retail,9.99,8.99,12.99,9.99,15.99,,6.73419E+11,2/17/2017,11/3/2017,TRUE,20.24,11.7,10.13,14.04,23.55,28.43,-0.04,0.64,EUR,new,10/10/2025,22.33
75163-1,Krennic's Imperial Shuttle,Star Wars,MicroFighters,2017,78,1,sw0802,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,2/17/2017,12/16/2017,TRUE,17.59,8.8,7.37,10.56,20.4,24.54,8.74,1.19,EUR,new,10/10/2025,17.59
75164-1,Rebel Trooper Battle Pack,Star Wars,Rogue One,2017,120,4,"sw0803,sw0804,sw0805,sw0806",retail,14.99,11.99,16.99,14.99,22.99,5.70202E+12,6.73419E+11,2/17/2017,12/21/2017,TRUE,48.06,20.67,19,24.8,61.65,81.73,5.77,3.35,EUR,new,10/10/2025,46.86
75167-1,Bounty Hunter Speeder Bike Battle Pack,Star Wars,Original Content,2017,122,3,"sw0751,sw0828,sw0830,sw0831a",retail,14.99,11.99,16.99,14.99,22.99,5.70202E+12,6.73419E+11,6/2/2017,4/14/2018,TRUE,44,29.57,28.47,35.48,51.44,62.42,-3.5,0.26,EUR,new,10/10/2025,44.64
75168-1,Yoda's Jedi Starfighter,Star Wars,The Clone Wars,2017,262,2,"sw0527a,sw0707",retail,24.99,19.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,31.19,14.96,13.1,17.95,32.37,35.45,-0.64,2.11,EUR,new,10/10/2025,34.28
75169-1,Duel on Naboo,Star Wars,Episode I,2017,208,3,"sw0808,sw0810,sw0812",retail,24.99,19.99,29.99,29.99,44.99,4.51345E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,78.57,33.92,30.49,40.71,91.5,110.61,5.88,2.84,EUR,new,10/10/2025,79.87
75171-1,Battle on Scarif,Star Wars,Rogue One,2017,419,4,"sw0813,sw0814,sw0815",retail,49.99,54.99,64.99,59.99,89.99,5.70202E+12,6.73419E+11,2/17/2017,11/25/2017,TRUE,190.48,100.03,91.12,120.03,246.88,330.16,4.74,2.31,EUR,new,10/10/2025,216.88
75172-1,Y-wing Starfighter,Star Wars,Rogue One,2017,691,5,"sw0585,sw0793,sw0809,sw0816,sw0824",retail,59.99,64.99,74.99,69.99,109.99,,6.73419E+11,2/17/2017,4/14/2018,TRUE,155.15,76.52,73.04,91.82,178.01,211.75,0.76,3.27,EUR,new,10/10/2025,154.58
75174-1,Desert Skiff Escape,Star Wars,Episode VI,2017,277,4,"sw0532,sw0821,sw0822,sw0823",retaillimited,29.99,29.99,39.99,39.99,69.99,5.70202E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,66.26,53.7,52.36,68.28,68.86,75.68,-0.08,0.46,EUR,new,10/10/2025,62.88
75176-1,Resistance Transport Pod,Star Wars,The Last Jedi,2017,294,3,"sw0661,sw0857,sw0858",retail,29.99,39.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,9/2/2017,4/1/2019,TRUE,31.8,17.59,15.84,21.11,35.09,39.93,-0.45,0.66,EUR,new,10/10/2025,34.31
75178-1,Jakku Quadjumper,Star Wars,The Force Awakens,2017,457,5,"sw0661,sw0676,sw0677,sw0723,sw0842",retail,49.99,54.99,64.99,59.99,89.99,5.70202E+12,6.73419E+11,6/2/2017,1/3/2019,TRUE,72.71,50.76,43.99,60.91,82.21,96.23,4.2,-0.14,EUR,new,10/10/2025,77.64
75179-1,Kylo Ren's TIE Fighter,Star Wars,The Last Jedi,2017,630,5,"sw0667,sw0855,sw0859,sw0860,sw0905",retail,79.99,74.99,99.99,79.99,139.99,5.70202E+12,6.73419E+11,9/2/2017,4/14/2018,TRUE,175.96,83.85,72.93,100.61,221.14,287.84,2.51,1.28,EUR,new,10/10/2025,175.57
75182-1,Republic Fighter Tank,Star Wars,Legends,2017,305,4,"sw0001c,sw0833,sw0837",retail,24.99,19.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,6/2/2017,12/15/2018,TRUE,84.52,47.93,44.56,57.53,100.87,125.01,0.6,4.32,EUR,new,10/10/2025,84.21
75183-1,Darth Vader Transformation,Star Wars,Episode III,2017,282,6,"sw0634a,sw0829,sw0834,sw0835,sw0836,sw0838",retail,24.99,19.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,6/2/2017,4/14/2018,TRUE,71.53,31.4,29.13,37.68,95.59,131.11,2.88,1.63,EUR,new,10/10/2025,70.36
75185-1,Tracker I,Star Wars,Original Content,2017,557,4,"sw0634a,sw0847,sw0851,sw0852",retail,69.99,64.99,89.99,69.99,109.99,5.70202E+12,6.73419E+11,6/2/2017,12/30/2018,TRUE,123.2,77.12,73.57,92.55,141.82,169.3,0.52,2.25,EUR,new,10/10/2025,123.19
75186-1,The Arrowhead,Star Wars,Original Content,2017,775,5,"sw0585,sw0756,sw0843,sw0848,sw0849",retail,89.99,84.99,109.99,89.99,139.99,5.70202E+12,6.73419E+11,6/2/2017,12/29/2018,TRUE,160.73,106.83,102.16,128.21,182.34,214.26,1.69,0.04,EUR,new,10/10/2025,163.83
75187-1,BB-8,Star Wars,The Last Jedi,2017,1106,1,sw0661,retail,99.99,84.99,129.99,99.99,159.99,5.70202E+12,6.73419E+11,9/2/2017,1/11/2020,TRUE,194.89,88.19,85.6,105.84,251.72,335.63,2.09,1.28,EUR,new,10/10/2025,191.26
75188-1,Resistance Bomber,Star Wars,The Last Jedi,2017,778,6,"sw0861,sw0862,sw0863,sw0864,sw0865",retail,109.99,99.99,139.99,109.99,179.99,5.70202E+12,6.73419E+11,9/2/2017,3/24/2019,TRUE,224.9,95.77,93.85,114.92,262.17,317.19,1.94,2.88,EUR,new,10/10/2025,220.04
75188-2,Resistance Bomber (Finch Dallow),Star Wars,The Last Jedi,2018,778,5,"sw0861,sw0862,sw0863,sw0864,sw0865,sw1005",retaillimited,99.99,99.99,,109.99,159.99,5.70202E+12,,5/1/2019,7/27/2019,TRUE,3301.97,970.53,951.11,1164.64,3746.44,4995.32,7.9,5.86,EUR,new,10/10/2025,2896.04
75189-1,First Order Heavy Assault Walker,Star Wars,The Last Jedi,2017,1376,5,"sw0667,sw0866,sw0867,sw0868,sw0869",retail,149.99,129.99,169.99,139.99,229.99,5.70202E+12,6.73419E+11,9/2/2017,4/13/2018,TRUE,207.71,112.91,102.67,135.5,234.83,274.86,2.89,1.36,EUR,new,10/10/2025,213.44
75190-1,First Order Star Destroyer,Star Wars,The Last Jedi,2017,1416,8,"sw0667,sw0855,sw0856,sw0870,sw0871,sw0872,sw0873,sw0962",retail,159.99,129.99,179.99,149.99,229.99,5.70202E+12,6.73419E+11,9/2/2017,10/28/2019,TRUE,228.27,139.75,125,167.71,266.25,322.32,3.11,-0.82,EUR,new,10/10/2025,242.02
75191-1,Jedi Starfighter with Hyperdrive,Star Wars,Episode II,2017,825,4,"sw0706,sw0844,sw0845,sw0846",retaillimited,99.99,89.99,129.99,109.99,159.99,5.70202E+12,6.73419E+11,6/2/2017,7/12/2019,TRUE,370.13,260.86,241.97,313.03,433.02,597.75,2.4,0.52,EUR,new,10/10/2025,373.4
75195-1,Ski Speeder vs. First Order Walker Microfighters,Star Wars,MicroFighters,2018,216,2,"sw0869,sw0883",retail,19.99,16.99,24.99,19.99,29.99,5.70202E+12,6.73419E+11,1/1/2018,3/8/2019,TRUE,26.4,14.87,14.58,17.85,29.98,35.28,-2.25,2.34,EUR,new,10/10/2025,28.2
75197-1,First Order Specialists Battle Pack,Star Wars,The Last Jedi,2018,108,4,"sw0671,sw0871,sw0886",retail,14.99,12.99,16.99,16.99,24.99,5.70202E+12,6.73419E+11,1/1/2018,2/17/2019,TRUE,28.15,15.23,13.66,18.29,32.59,39.12,2.37,2.18,EUR,new,10/10/2025,25.52
75198-1,Tatooine Battle Pack,Star Wars,Episode IV,2018,97,4,"sw0620,sw0895,sw0896,sw0897",retail,14.99,12.99,16.99,16.99,24.99,5.70202E+12,6.73419E+11,1/1/2018,4/14/2018,TRUE,31.4,21.12,17.75,25.34,39,50.23,3.19,2.05,EUR,new,10/10/2025,30.8
